수집월,제목,작성일,언론사,링크,본문
2026-05,"이재명 대통령 정부 출범 1주년 2주 앞 ""초심 되새기고 국정 임하는 자...",2026-05-20 19:30:12,강원도민일보,https://www.kado.net/news/articleView.html?idxno=2051325,"▲ 이재명 대통령이 20일 청와대에서 열린 국무회의 겸 비상경제점검회의에서 발언하고 있다. 이재명 대통령이 정부 출범 1년을 2주 앞두고 ""국민의 삶에 더 크고 더 실질적인 변화를 만들려면 다시 한 번 초심을 되새기고 국정에 임하는 자세를 새롭게 다잡을 때""라고 강조했다.이 대통령은 20일 청와대에서 주재한 국무회의에서 ""국민 여러분의 성원과 공직자 여러분의 헌신 덕분에 여러 고비들을 그나마 잘 헤쳐 나가고 있다고 자부한다""면서도 ""국정 가장 큰 목표는 국민들의 삶을 실질적으로 개선하는 것이고 정책의 성패는 국민 삶에 실질적인 변화가 있느냐 얼마나 되느냐로 평가된다""며 이처럼 말했다.이 대통령은 ""선제적이고 적극적인 행정으로 국민들께서 체감할 작은 성과들을 꾸준히 많이 쌓는 노력을 지속해야 한다""며 ""한방은 없다. 단순히 어떤 사업을 했다, 어떤 사업을 기획했다가 아니라 그 정책 결과가 국민의 삶을 어떻게 바꿨는지에 늘 초점을 둬야 한다""고 당부했다.그러면서 국민의 삶 개선에 기여한 공직자들에 대한 포상도 격려도 아끼지 말라고 주문했다.이날 국무회의에서는 지난 1년간의 각 부처별 주요 성과 보고가 이어졌다.이 대통령은 21일 오전 청와대에서 '대통령 소속 자문회의·위원회 간담회'도 주재, 각 위원회의 업무 현황을 듣고 향후 계획도 논의한다.간담회에는 민주평화통일자문회의와 국민경제자문회의, 국가과학기술자문회의 등 3개 대통령 자문회의와 함께 국가인공지능전략위원회, 미래국방전략위원회, 국민생명안전위원회, 국민통합위원회, 기본사회위원회, 지방시대위원회, 대중문화교류위원회, 아시아문화중심도시조성위원회, 경제사회노동위원회, 저출산고령사회위원회, 국가기후위기대응위원회, 국가물관리위원회, 농어업·농어촌특별위원회, 국가건축정책위원회, 규제합리화위원회, 국가우주위원회 등 16개 대통령 소속 위원회가 참석한다.#대통령 #국정 #이재명 #정부 #출범"
2026-05,"완주군, 대한민국 이에스지(ESG)경제대상 종합대상",14시간 전,전민일보,http://www.jeonmin.co.kr/news/articleView.html?idxno=440203,[외부 언론사 기사 - 본문 수집 제외]
2026-05,"완주군, 대한민국 이에스지(ESG)경제대상 종합대상",14시간 전,새전북신문,https://sjbnews.com/news/news.php?number=878919,[외부 언론사 기사 - 본문 수집 제외]
2026-05,"라이칭더 ""대만해협 현상 변경 저지가 목표""…中 ""통일 못 막아""(종합)",2026-05-20 18:46:22,뉴시스,https://www.newsis.com/view/NISX20260520_0003638204,"취임 2주년 연설서 민주·안보·경제 3대 기조 제시中 통일전선 정면 비판중국 정부, ""대만해협 현 상황의 최대 파괴자"" 맹비난 [타이베이=AP/뉴시스] 라이칭더 대만 총통이 20일(현지 시간) 타이베이 총통부에서 취임 2주년 담화를 하고 있다. 2026.05.20.[서울·베이징=뉴시스]문예성 기자, 박정규 특파원 = 라이칭더 대만 총통이 취임 2주년 대국민 연설에서 ""대만해협의 평화와 안정을 유지하고 외부 세력이 현상을 변경하는 것을 막는 것이 대만의 국가 전략 목표""라면서 중국의 대만 통일전선 전략을 강하게 비판했다.라이 총통은 20일 총통부에서 열린 취임 2주년 연설에서 민주 수호와 대만해협 안정 유지, 경제 발전 등 3대 국정 방향을 제시하면서 ""지난 2년간 단 한걸음도 쉬운 적 없었다""고 밝혔다.라이 총통은 우선 ""대만해협의 평화와 안정을 유지하고 외부 세력이 현상을 변경하는 것을 막는 것이 대만의 국가 전략 목표""라면서 ""대만은 국제사회에서 책임 있는 일원이지 안정을 파괴하는 측이 아니다""라고 언급했다.그는 또 ""대등과 존엄의 원칙 아래 중국과 건강하고 질서 있는 교류를 원하지만 ‘평화로 포장된 통일’ 방식의 통일전선 공작은 단호히 거부한다""고 강조했다.이어 ""역사는 '평화가 단지 선의에만 의존할 수 없고 양보와 환상 위에 세워질 수도 없다'는 점을 보여준다""면서 ""평화는 단결을 통해 국력을 강화하고 명확한 국가 의지와 국제 민주 파트너와의 긴밀한 협력을 통해 실력으로 얻어야 한다""고 역설했다.라이 총통은 또 ""대만 국민은 지난 30년간 선거를 통해 평화를 소중히 여기지만 자유를 포기하지 않고, 대화를 원하지만 굴욕은 받아들이지 않으며, 안정을 추구하지만 주권과 민주적 생활방식을 희생하지 않는다는 점을 세계에 반복해 증명해 왔다""고 말했다.그는 또 ""민주주의는 대만에서 가장 중요한 단어""라면서 ""30년 전인 1996년 첫 총통 직선 당시 수천만 명의 대만 국민은 중국의 미사일 위협에도 굴하지 않고 투표소로 향했고, 76%가 넘는 투표율로 대만 민주주의의 새 시대를 열었다""고 평가했다.이어 ""대만의 미래는 외부 세력이 결정할 수 없으며 공포나 분열, 단기적인 이익에 휘둘려서도 안 된다""면서 ""대만의 미래는 2300만 국민이 함께 결정해야 한다""고 부연했다.여야 갈등과 관련해서는 ""정당은 경쟁할 수 있지만 국가는 분열돼서는 안 된다""면서 ""외부 위협 앞에서는 모두 단결해 국가 이익을 지켜야 한다""고 촉구했다.안보 분야와 관련해서는 자신의 임기 동안 국방 개혁과 비대칭 전력 강화, 전민 방위 체계 구축을 지속 추진했다고 설명했다. 이어 ""국방 투자 확대는 도발이 아니라 전쟁을 피하기 위한 것""이라면서 ""국방 자주 역량 강화는 국민 보호를 위한 것""이라고 주장했다.또한 ""입법원(국회)이 국방 특별예산안을 완전히 통과시키지 못한 것은 대만해협 평화와 안정을 훼손할 것""이라면서 ""정부는 추가 특별조례와 예산 증액을 통해 무기 구매와 국제 협력, 국방산업 자립을 계속 추진할 것""이라고 강조했다.라이 총통은 또 ""경제를 발전시켜 회복력과 경쟁력이 더 강하고 국민의 이익을 더 잘 반영하는 국가를 만들 것""이라고 역설했다.경제 정책과 관련해서는 ""대만은 제조기지를 넘어 혁신기지가 돼야 한다""면서 ""공급망의 한 축에 그치지 않고 민주주의 기술 진영의 신뢰할 수 있는 핵심 파트너가 돼야 한다""고 강조했다.라이 총통은 ""지난해 대만 경제성장률이 8.68%를 기록했고 올해 1분기 성장률도 13.69%로 39년 만에 최고 수준을 기록했다""고 주장하면서 ""이는 세계를 향해 나아가고 단일 시장 의존을 거부한 결과""라고 설명했다.또 자신이 취임한 이후 사회 투자를 적극 확대해 왔다면서 임금 인상과 세금 감면, 주택 지원, 장기요양 서비스 개선, 보육 비용 경감, 교육 투자 등을 지속 추진했다고 밝혔다.이와 함께 중소기업 및 전통산업 전환을 위한 1000억 대만달러(약 4조7000억원) 규모 투자 계획과 저출산 대책으로 0~18세 아동·청소년에게 매월 5000대만달러(약 24만원)의 성장수당을 지급하는 정책도 추진하겠다고 했다.라이 총통은 ""대만의 힘은 인구 규모가 아니라 국민의 자유 의지에 있다""면서 ""대만은 선한 국가이자 세계의 신뢰를 받는 파트너이며 민주주의의 등대""라고 자평했다.마지막으로 “모두 단결해 민주주의를 수호하고 평화를 추구하며 번영을 창조하자”고 덧붙였다.라이 총통의 이날 연설 내용에 대해 중국 정부는 맹비난을 쏟아냈다.궈자쿤 중국 외교부 대변인은 정례브리핑에서 ""'대만 독립' 분열 세력은 대만해협 현 상황의 최대 파괴자이고 대만해협 평화·안정의 최대 혼란 원인""이라며 ""대만해협의 평화·안정을 수호하려면 '하나의 중국' 원칙을 견지하고 대만 독립 분열에 단호히 반대해야 한다""고 밝혔다.궈 대변인은 ""라이칭더는 '대만 독립' 분열 입장을 완강히 고수하면서 가짜 민주주의로 실제로는 대만 독립을 포장해 다시 한 번 '평화 파괴자', '위기 조장자', '문제 조성자'라는 추악한 본색을 드러냈다""며 ""대만 독립 분열 세력이 무슨 말을 하고 무슨 짓을 하든 섬 내 여론을 속일 수 없다""고 비난했다.이어 ""대만 문제가 순전히 중국의 내정이라는 근본적 성격을 바꿀 수 없다""며 ""더욱이 중국이 결국 통일될 것이고 반드시 통일될 것이라는 역사적 대세를 막을 수도 없다""고 강조했다.중국의 대만 담당기구인 국무원 대만사무판공실의 천빈화 대변인도 정례브리핑에서 ""라이칭더의 이날 연설은 거짓말과 기만, 적대감과 대립으로 가득 차 있다""며 ""고의로 '무력을 이용한 독립'과 '외세에 의존한 독립'을 꾀해 대만해협의 평화와 안정을 파괴하고 있다""고 반발했다.천 대변인은 ""어떤 사람이나 세력도 어떤 명목으로든 대만 독립 분열 시도를 하는 것을 결코 허용하지 않을 것""이라며 ""조국은 결국 통일될 것이며 통일의 물결은 거세게 앞으로 나아갈 것""이라고 주장했다．"
2026-05,5월21일 인사,2026-05-20 18:30:28,한겨레,https://www.hani.co.kr/arti/society/internalmove/1259624.html,⊙ 보건복지부 ◇국장급 <파견> △저출산고령사회위원회 사무처 배경택 <전보> △복지정책관 김문식 ⊙ 부산대 △의무부총장 성상민 △산학협력단장 이동근 △연구처장 이창환 △국제〃 김영희 △교육혁신본부장 김종덕 △언어교육원장 강은지 △대학생활〃 이지현 △공동실험실습관장 신헌철 ⊙ 서울대치과병원 △치의생명과학연구원장 설양조 ◇실장 △기획조정 조정환 △교육역량개발 한정준 △대외협력 윤형인 △기획조정부 안정섭 ◇센터장 △구강공공보건의료 감명환 △의료정보·빅데이터 박지만 △진료지원 김조은 △임플란트진료 양훈주
2026-05,"[도파민②] 지방소멸, 민심 '성장'보다 '생존' 외치다",15시간 전,시사위크,https://www.sisaweek.com/news/articleView.html?idxno=235612,[외부 언론사 기사 - 본문 수집 제외]
2026-05,"인구구조 전환에 부동산시장도 재편···""노후주택 멸실·맞춤형 공급 ...",15시간 전,대한전문건설신문,https://www.koscaj.com/news/articleView.html?idxno=324228,[외부 언론사 기사 - 본문 수집 제외]
2026-05,[인사] 보건복지부 ; 부산대,2026-05-20 18:23:10,한국경제,https://www.hankyung.com/article/2026052098941,◈보건복지부◎파견<국장급>▷저출산고령사회위원회 사무처 배경택◎전보<국장급>▷복지정책관 김문식◈부산대▷의무부총장 성상민▷산학협력단장 이동근▷연구처장 이창환▷국제처장 김영희▷교육혁신본부장 김종덕▷언어교육원장 강은지▷대학생활원장 이지현▷공동실험실습관장 신헌철▷학사부처장 정연주▷연구부처장 성동기▷교육혁신부본부장 손상환
2026-05,[인사] 보건복지부,2026-05-20 18:04:15,SBS Biz,https://biz.sbs.co.kr/article_hub/20000311681?division=NAVER,◇ 국장급 파견▲ 저출산고령사회위원회 사무처 배경택◇ 국장급 전보▲ 복지정책관 김문식당신의 제보가 뉴스로 만들어집니다.SBS Biz는 여러분의 제보를 기다리고 있습니다.홈페이지 = https://url.kr/9pghjn
2026-05,"유업계, 카페 B2B 전환 가속…다각화 경쟁 격화",15시간 전,한스경제,http://www.hansbiz.co.kr/news/articleView.html?idxno=839934,[외부 언론사 기사 - 본문 수집 제외]
2026-05,"""4500만 데이터로 미래 읽는다"" 롯데멤버스, 소비 예측모델 개발",2026-05-20 17:57:02,뉴시스,https://www.newsis.com/view/NISX20260520_0003638119,"서울대와 업무협약…인구변화·상권 데이터로 소비 전이 분석 [서울=뉴시스] 박종남 롯데멤버스 대표(왼쪽)와 조영태 서울대학교 인구정책연구센터장(가운데), 원성호 보건환경연구소장(오른쪽)이 기념사진을 촬영하고 있다 (사진=롯데멤버스 제공) 2026.05.20. photo@newsis.com *재판매 및 DB 금지[서울=뉴시스]권민지 기자 = 롯데멤버스가 서울대학교와 미래 소비 예측 모델 공동 개발을 위한 업무협약(MOU)을 체결했다고 20일 밝혔다.이번 협약은 저출산과 고령화 등 급격한 인구 구조 변화에 대한 선제적으로 대응으로 추진됐다.롯데멤버스가 보유한 4500만 엘포인트(L.POINT) 회원 데이터와 서울대 인구정책연구센터의 소비 변화를 분석해 '미래 소비 예측 지표'를 개발하는 것이 핵심이다.양 기관은 롯데멤버스의 회원 구매 데이터와 소비 행태 분석 결과를 비롯해 서울대 인구정책연구센터의 인구 예측 데이터, 도시계획·교통망·유동인구 등 공간 인프라 기반 외부 데이터를 함께 활용할 계획이다.이를 기반으로 특정 상권과 타깃의 미래 소비 규모 및 소비 패턴을 시뮬레이션할 수 있는 미래 가치 지수 알고리즘을 개발하고 지속적으로 고도화한다는 방침이다.롯데멤버스는 개발된 예측 모델을 유통뿐 아니라 금융·건설·지방자치단체 등 다양한 산업 분야에 적용 가능한 표준 지표로 활용할 계획이다. 데이터 기반의 초지역화(하이퍼로컬) 인사이트를 제공해 기업과 기관의 의사결정을 지원한다는 구상이다.이날 서울대학교에서 열린 협약식에는 박종남 롯데멤버스 대표와 원성호 서울대 보건환경연구소장, 조영태 서울대 인구정책연구센터장 등이 참석했다.박종남 롯데멤버스 대표는 협약식에서 ""인구 구조 변화라는 거대한 흐름 속에서 소비의 미래를 예측하고 대응하는 것은 기업과 사회 모두의 중요한 과제""라며 ""산업 전반의 의사결정 표준이 될 예측 모델을 만들어 데이터 기반의 새로운 이정표를 제시할 것""이라고 말했다."
